transactionIdSource,clientId,amount,transactionDate
pc4Px3nT,1,975.67,2024-12-15T03:41:04.170887+00:00
XfxFSkpH,42,23.9,2024-12-15T03:41:04.170891+00:00
ds9rfHa9,8,607.71,2024-12-15T03:41:04.170894+00:00
ZyddrPoD,97,397.52,2024-12-15T03:41:04.170897+00:00
CFeYSL4l,95,720.29,2024-12-15T03:41:04.170902+00:00
ULmULoSk,72,271.66,2024-12-15T03:41:04.170906+00:00
5MsbwIwA,17,552.47,2024-12-15T03:41:04.170909+00:00
cmz8v15A,15,869.24,2024-12-15T03:41:04.170912+00:00
jMt271jI,92,997.18,2024-12-15T03:41:04.170916+00:00
qrSdN0jL,34,615.88,2024-12-15T03:41:04.170919+00:00
9BSehnUM,30,178.71,2024-12-15T03:41:04.170922+00:00
QMekDnEz,1,269.37,2024-12-15T03:41:04.170925+00:00
BAtpfirq,33,473.56,2024-12-15T03:41:04.170929+00:00
mqFnEPjg,7,742.0,2024-12-15T03:41:04.170934+00:00
zoFDuxXg,42,724.56,2024-12-15T03:41:04.170937+00:00
9UTl54QA,34,704.44,2024-12-15T03:41:04.170941+00:00
NoDAgiEi,59,56.82,2024-12-15T03:41:04.170944+00:00
d78LhqL7,90,63.23,2024-12-15T03:41:04.170947+00:00
TgztO36W,89,965.03,2024-12-15T03:41:04.170951+00:00
BY7kr3u3,86,740.1,2024-12-15T03:41:04.170954+00:00
2DTXaViR,42,16.45,2024-12-15T03:41:04.170957+00:00
76PYvz6W,83,872.39,2024-12-15T03:41:04.170961+00:00
2OqnIS5F,76,117.02,2024-12-15T03:41:04.170964+00:00
J5QACoAg,9,141.74,2024-12-15T03:41:04.170967+00:00
ukij8SH4,84,787.07,2024-12-15T03:41:04.170971+00:00
DDrvNrQE,97,853.64,2024-12-15T03:41:04.170974+00:00
c0oJ9nRG,25,719.42,2024-12-15T03:41:04.170977+00:00
zipcvVVa,59,205.83,2024-12-15T03:41:04.170980+00:00
Bk8uCod7,48,951.81,2024-12-15T03:41:04.170984+00:00
QBFLGqK3,57,930.43,2024-12-15T03:41:04.170987+00:00
EkZpWdz7,16,519.85,2024-12-15T03:41:04.170991+00:00
DCilEoJT,77,701.78,2024-12-15T03:41:04.170994+00:00
gXKBM1bY,65,45.07,2024-12-15T03:41:04.170997+00:00
WGZZ1oDI,87,928.0,2024-12-15T03:41:04.171001+00:00
OJiuS90F,3,339.89,2024-12-15T03:41:04.171004+00:00
vcu0MdWO,89,295.22,2024-12-15T03:41:04.171008+00:00
10DjgglZ,46,974.03,2024-12-15T03:41:04.171011+00:00
WSBfo0zw,32,179.57,2024-12-15T03:41:04.171014+00:00
chQdt15V,22,131.79,2024-12-15T03:41:04.171018+00:00
RITox8QI,58,624.97,2024-12-15T03:41:04.171021+00:00
7RESFUAT,18,573.96,2024-12-15T03:41:04.171024+00:00
sV0Jzqwm,74,694.37,2024-12-15T03:41:04.171027+00:00
UK9ehIaq,18,399.7,2024-12-15T03:41:04.171031+00:00
nDFFdhbZ,23,431.4,2024-12-15T03:41:04.171034+00:00
nSIsDzSi,64,942.97,2024-12-15T03:41:04.171039+00:00
3alzXySE,27,861.64,2024-12-15T03:41:04.171042+00:00
gNsrztPm,19,128.89,2024-12-15T03:41:04.171046+00:00
M5OdetZt,36,138.72,2024-12-15T03:41:04.171049+00:00
in4TGvJQ,79,362.76,2024-12-15T03:41:04.171052+00:00
iEGamEI8,13,649.7,2024-12-15T03:41:04.171055+00:00
SYneY1Fg,63,211.48,2024-12-15T03:41:04.171059+00:00
iewM2uDi,78,865.59,2024-12-15T03:41:04.171062+00:00
a6CQEgvq,76,344.1,2024-12-15T03:41:04.171065+00:00
Q0W1KvOX,63,662.87,2024-12-15T03:41:04.171069+00:00
ztYX85VQ,42,816.85,2024-12-15T03:41:04.171072+00:00
kbK13N2j,81,661.7,2024-12-15T03:41:04.171075+00:00
kyQgoT1X,64,330.04,2024-12-15T03:41:04.171081+00:00
5FSFHYvE,25,842.94,2024-12-15T03:41:04.171084+00:00
ULHu449H,91,408.48,2024-12-15T03:41:04.171088+00:00
VrLq8ess,94,787.99,2024-12-15T03:41:04.171091+00:00
Ch6NSau5,93,540.29,2024-12-15T03:41:04.171094+00:00
ePE5I50h,35,313.98,2024-12-15T03:41:04.171098+00:00
rt6ICkRS,29,659.09,2024-12-15T03:41:04.171103+00:00
LdQTgXzo,83,819.46,2024-12-15T03:41:04.171107+00:00
NyRk1JHF,22,747.46,2024-12-15T03:41:04.171110+00:00
1e0tL5EF,19,630.15,2024-12-15T03:41:04.171113+00:00
66Cg7XU9,87,936.85,2024-12-15T03:41:04.171117+00:00
vGWRPCEH,43,642.26,2024-12-15T03:41:04.171120+00:00
CpxroQRe,70,59.46,2024-12-15T03:41:04.171123+00:00
WIFCaQq1,33,55.8,2024-12-15T03:41:04.171127+00:00
1kwclnAp,45,153.79,2024-12-15T03:41:04.171130+00:00
qO4F9zeS,88,866.14,2024-12-15T03:41:04.171133+00:00
eeMyzNaY,74,291.01,2024-12-15T03:41:04.171137+00:00
pRdcxwnR,60,745.47,2024-12-15T03:41:04.171140+00:00
QFoLXDDp,62,3.25,2024-12-15T03:41:04.171143+00:00
jxXg5DTs,100,233.67,2024-12-15T03:41:04.171147+00:00
YtZPxvat,61,560.45,2024-12-15T03:41:04.171152+00:00
Gdpr5vSE,88,644.58,2024-12-15T03:41:04.171155+00:00
8w189zX5,81,897.67,2024-12-15T03:41:04.171158+00:00
sqXjfB12,41,469.69,2024-12-15T03:41:04.171162+00:00
s7mvJWSS,75,306.86,2024-12-15T03:41:04.171165+00:00
PLbNy8dU,41,995.09,2024-12-15T03:41:04.171168+00:00
SPJ98z3F,67,487.34,2024-12-15T03:41:04.171172+00:00
Wg2xjuvk,43,677.82,2024-12-15T03:41:04.171175+00:00
FiAs9pZe,91,147.18,2024-12-15T03:41:04.171178+00:00
HAG9oLj7,80,47.2,2024-12-15T03:41:04.171181+00:00
J5vTTs5o,38,737.3,2024-12-15T03:41:04.171185+00:00
vCLB3NXC,44,909.91,2024-12-15T03:41:04.171188+00:00
LbJqiabb,1,7.62,2024-12-15T03:41:04.171191+00:00
tQSc38iJ,45,468.75,2024-12-15T03:41:04.171195+00:00
HPZ7ITE0,44,536.19,2024-12-15T03:41:04.171198+00:00
yThLolIJ,30,11.11,2024-12-15T03:41:04.171201+00:00
EIFduUsH,83,347.28,2024-12-15T03:41:04.171205+00:00
yH5K4Eah,85,415.62,2024-12-15T03:41:04.171208+00:00
nWbejCmO,79,772.72,2024-12-15T03:41:04.171212+00:00
UeiyXPrl,31,910.81,2024-12-15T03:41:04.171215+00:00
JNax6nXi,92,649.15,2024-12-15T03:41:04.171219+00:00
Ef7xkbYO,19,746.81,2024-12-15T03:41:04.171222+00:00
kEDitTt6,11,59.78,2024-12-15T03:41:04.171225+00:00
sKDUhWrD,78,938.45,2024-12-15T03:41:04.171229+00:00
A5bwA36O,32,321.29,2024-12-15T03:41:04.171232+00:00
8r9d9BVV,50,897.18,2024-12-15T03:41:04.171235+00:00
sZZxDHpw,54,280.24,2024-12-15T03:41:04.171238+00:00
RJDWrhsz,47,545.78,2024-12-15T03:41:04.171242+00:00
EDB1mdum,14,942.56,2024-12-15T03:41:04.171245+00:00
JUr5RS7P,93,121.21,2024-12-15T03:41:04.171248+00:00
7foXCcmp,57,768.78,2024-12-15T03:41:04.171253+00:00
5jjhQNzr,75,53.02,2024-12-15T03:41:04.171256+00:00
F9nTEyPY,36,15.33,2024-12-15T03:41:04.171264+00:00
yqUIXsbL,77,642.05,2024-12-15T03:41:04.171267+00:00
JrHZJ6x2,53,283.35,2024-12-15T03:41:04.171270+00:00
fnm7KqUN,62,159.48,2024-12-15T03:41:04.171274+00:00
JnJD14V8,6,262.07,2024-12-15T03:41:04.171277+00:00
PLVZK6CM,41,539.34,2024-12-15T03:41:04.171280+00:00
8lWrQYVE,41,926.23,2024-12-15T03:41:04.171284+00:00
PrfuDMh7,96,216.88,2024-12-15T03:41:04.171287+00:00
i0QUsnN4,44,68.18,2024-12-15T03:41:04.171290+00:00
7I6Scabs,36,289.11,2024-12-15T03:41:04.171294+00:00
WkWnaWod,70,823.2,2024-12-15T03:41:04.171297+00:00
0U0W2SWf,3,57.63,2024-12-15T03:41:04.171300+00:00
kIeg2J4h,47,372.02,2024-12-15T03:41:04.171303+00:00
d1IhDKBN,51,686.23,2024-12-15T03:41:04.171307+00:00
CvtDqUBM,36,774.72,2024-12-15T03:41:04.171310+00:00
GW8ecUTl,30,983.58,2024-12-15T03:41:04.171313+00:00
R0bDXqZe,58,472.35,2024-12-15T03:41:04.171317+00:00
6hJOd7Xd,100,820.1,2024-12-15T03:41:04.171320+00:00
kyRJopkV,33,855.58,2024-12-15T03:41:04.171325+00:00
PumGCSIw,32,694.56,2024-12-15T03:41:04.171329+00:00
EfC5VHi7,55,466.18,2024-12-15T03:41:04.171333+00:00
2BSZN3NN,57,716.16,2024-12-15T03:41:04.171336+00:00
0XjsDBgy,85,434.68,2024-12-15T03:41:04.171339+00:00
GpzUPsgw,45,137.44,2024-12-15T03:41:04.171343+00:00
Iu4FhMmg,56,360.78,2024-12-15T03:41:04.171346+00:00
p7aH6RvZ,32,918.24,2024-12-15T03:41:04.171349+00:00
uRNvREcR,63,248.97,2024-12-15T03:41:04.171352+00:00
m8GR4IJl,72,525.89,2024-12-15T03:41:04.171356+00:00
eoFfOgDx,18,20.99,2024-12-15T03:41:04.171359+00:00
bPyafHwg,91,619.04,2024-12-15T03:41:04.171362+00:00
ao0DZK7o,30,945.4,2024-12-15T03:41:04.171366+00:00
0QcD34Yo,99,60.43,2024-12-15T03:41:04.171369+00:00
WYXEpiIN,2,822.91,2024-12-15T03:41:04.171374+00:00
5n6YA7uU,83,241.37,2024-12-15T03:41:04.171378+00:00
1Um0pRkR,95,892.26,2024-12-15T03:41:04.171381+00:00
6LtobeUx,25,939.59,2024-12-15T03:41:04.171385+00:00
QiUAR1AK,63,612.97,2024-12-15T03:41:04.171388+00:00
40KFROoU,40,939.63,2024-12-15T03:41:04.171391+00:00
vz4ACdK4,32,304.76,2024-12-15T03:41:04.171395+00:00
rsaCIcDg,100,394.18,2024-12-15T03:41:04.171398+00:00
DqfutFHg,64,582.6,2024-12-15T03:41:04.171401+00:00
sWUloaz4,37,496.32,2024-12-15T03:41:04.171404+00:00
iv42lIxV,31,922.25,2024-12-15T03:41:04.171408+00:00
rJbvMR93,60,282.87,2024-12-15T03:41:04.171411+00:00
ZTP5Dh5w,85,869.47,2024-12-15T03:41:04.171414+00:00
QQjTnOsH,69,531.07,2024-12-15T03:41:04.171418+00:00
Ned95MjP,42,736.79,2024-12-15T03:41:04.171421+00:00
91cTID5Z,85,615.03,2024-12-15T03:41:04.171424+00:00
Ls10PH4a,16,734.97,2024-12-15T03:41:04.171427+00:00
YLcWXt8r,13,480.89,2024-12-15T03:41:04.171432+00:00
fBWmxydG,26,643.02,2024-12-15T03:41:04.171436+00:00
majc0xnF,80,994.28,2024-12-15T03:41:04.171440+00:00
T11NL7XP,73,70.3,2024-12-15T03:41:04.171443+00:00
PCP0dYKl,88,496.12,2024-12-15T03:41:04.171446+00:00
yCha1uD6,97,784.46,2024-12-15T03:41:04.171449+00:00
ZTzxMpPQ,23,489.71,2024-12-15T03:41:04.171453+00:00
n96PmDwL,1,496.52,2024-12-15T03:41:04.171456+00:00
XTU2Tyc1,38,340.57,2024-12-15T03:41:04.171459+00:00
FeOGP5JM,40,308.19,2024-12-15T03:41:04.171463+00:00
HzjLtSPg,83,911.16,2024-12-15T03:41:04.171466+00:00
yekKRvvk,91,178.47,2024-12-15T03:41:04.171470+00:00
bcjbef9w,54,68.42,2024-12-15T03:41:04.171473+00:00
Y1RkZtws,39,732.55,2024-12-15T03:41:04.171476+00:00
i0sTMLAr,15,595.03,2024-12-15T03:41:04.171480+00:00
gMCoAJFq,30,20.8,2024-12-15T03:41:04.171485+00:00
oM00z2La,44,631.27,2024-12-15T03:41:04.171488+00:00
64PYVpD0,86,358.28,2024-12-15T03:41:04.171492+00:00
5UNvt90n,23,980.0,2024-12-15T03:41:04.171495+00:00
X03uVxWI,74,990.02,2024-12-15T03:41:04.171530+00:00
N8c9fy0b,19,740.67,2024-12-15T03:41:04.171535+00:00
4l73Yi01,90,412.06,2024-12-15T03:41:04.171538+00:00
LijPzTcK,54,417.83,2024-12-15T03:41:04.171542+00:00
R5uJVA7P,81,852.46,2024-12-15T03:41:04.171545+00:00
ubq5x500,39,199.02,2024-12-15T03:41:04.171549+00:00
TUjYU2ni,98,389.78,2024-12-15T03:41:04.171552+00:00
TKZoH2Po,33,706.6,2024-12-15T03:41:04.171555+00:00
oVfZdT30,4,504.12,2024-12-15T03:41:04.171559+00:00
ll1uODs5,29,582.1,2024-12-15T03:41:04.171562+00:00
qDpcrHxr,6,863.19,2024-12-15T03:41:04.171565+00:00
40oSnubV,4,871.46,2024-12-15T03:41:04.171568+00:00
Q3Bs6p7Y,6,100.05,2024-12-15T03:41:04.171572+00:00
vV3B7a71,75,842.67,2024-12-15T03:41:04.171575+00:00
F6lD65C7,72,992.29,2024-12-15T03:41:04.171581+00:00
5LuZZTWg,33,800.11,2024-12-15T03:41:04.171584+00:00
ePFSMxog,84,914.7,2024-12-15T03:41:04.171588+00:00
eO05evoI,56,935.56,2024-12-15T03:41:04.171592+00:00
TlCHqFWq,46,497.96,2024-12-15T03:41:04.171595+00:00
Z4cJN774,44,769.51,2024-12-15T03:41:04.171598+00:00
RO29eNtp,43,816.07,2024-12-15T03:41:04.171602+00:00
2XOu8UbR,39,255.03,2024-12-15T03:41:04.171606+00:00
f9o2goY1,11,594.77,2024-12-15T03:41:04.171609+00:00
hQNahdBQ,38,720.75,2024-12-15T03:41:04.171612+00:00
pZwW5MEH,62,624.97,2024-12-15T03:41:04.171616+00:00
o1jA6rJV,28,171.39,2024-12-15T03:41:04.171619+00:00
Dp8rlCKV,78,566.35,2024-12-15T03:41:04.171622+00:00
HckHPRdZ,98,549.4,2024-12-15T03:41:04.171626+00:00
ys45blmL,73,452.22,2024-12-15T03:41:04.171631+00:00
qVBa7o4E,15,942.47,2024-12-15T03:41:04.171634+00:00
JsUy5trC,68,589.83,2024-12-15T03:41:04.171637+00:00
LW6YJrjd,54,651.17,2024-12-15T03:41:04.171641+00:00
6niqDsb6,84,284.88,2024-12-15T03:41:04.171646+00:00
1Qm3CnLS,47,998.36,2024-12-15T03:41:04.171649+00:00
28pjE7ns,20,702.25,2024-12-15T03:41:04.171653+00:00
qs2ItAzW,97,130.25,2024-12-15T03:41:04.171656+00:00
urevNabi,88,188.09,2024-12-15T03:41:04.171659+00:00
2GVQi10z,24,404.4,2024-12-15T03:41:04.171663+00:00
hCGYGMCg,60,554.22,2024-12-15T03:41:04.171666+00:00
T1RJvc5o,30,28.38,2024-12-15T03:41:04.171669+00:00
uLoRXmW5,24,937.84,2024-12-15T03:41:04.171673+00:00
Df6PPNDa,24,708.09,2024-12-15T03:41:04.171676+00:00
QJqZnTXm,34,662.09,2024-12-15T03:41:04.171679+00:00
6ZgECPxc,14,706.98,2024-12-15T03:41:04.171682+00:00
wTanjKIw,46,425.52,2024-12-15T03:41:04.171686+00:00
y0tcGyIB,36,61.34,2024-12-15T03:41:04.171689+00:00
zm3T5tQC,90,174.0,2024-12-15T03:41:04.171692+00:00
QIZiDhwe,10,405.6,2024-12-15T03:41:04.171696+00:00
thMpD0Ry,33,46.68,2024-12-15T03:41:04.171699+00:00
2VcCeOEZ,10,458.56,2024-12-15T03:41:04.171703+00:00
2RNuL5Ds,99,844.03,2024-12-15T03:41:04.171706+00:00
dN9etu7K,12,439.13,2024-12-15T03:41:04.171709+00:00
IXsmD6WS,98,311.5,2024-12-15T03:41:04.171713+00:00
iGIGvec5,100,101.97,2024-12-15T03:41:04.171716+00:00
n1ij2R3v,56,354.32,2024-12-15T03:41:04.171719+00:00
MG3OybbW,3,325.85,2024-12-15T03:41:04.171722+00:00
75sHuDTP,99,324.22,2024-12-15T03:41:04.171726+00:00
jo9lHv3n,75,820.65,2024-12-15T03:41:04.171729+00:00
TRcbwfTx,37,690.96,2024-12-15T03:41:04.171732+00:00
00NMIACn,37,519.19,2024-12-15T03:41:04.171736+00:00
Q1sjR0fM,48,176.24,2024-12-15T03:41:04.171741+00:00
y0XaMeNJ,70,823.01,2024-12-15T03:41:04.171744+00:00
58u0YRWr,56,967.85,2024-12-15T03:41:04.171747+00:00
CvaauR5w,34,483.0,2024-12-15T03:41:04.171751+00:00
965I7bR1,11,545.21,2024-12-15T03:41:04.171754+00:00
bxWAIChN,33,590.99,2024-12-15T03:41:04.171757+00:00
g0naAsue,45,195.32,2024-12-15T03:41:04.171761+00:00
MxB7WKsH,32,93.34,2024-12-15T03:41:04.171764+00:00
pGHtdt60,7,478.41,2024-12-15T03:41:04.171767+00:00
JLnMIfvW,22,103.32,2024-12-15T03:41:04.171771+00:00
eByFFEBO,57,521.75,2024-12-15T03:41:04.171774+00:00
i6D3CwnA,1,369.98,2024-12-15T03:41:04.171777+00:00
2r3x4SqW,85,205.32,2024-12-15T03:41:04.171781+00:00
4LiAZXCl,15,474.13,2024-12-15T03:41:04.171784+00:00
IOlLv96l,57,460.91,2024-12-15T03:41:04.171788+00:00
xVNMtdtF,97,782.94,2024-12-15T03:41:04.171791+00:00
S1LMaRQV,70,300.04,2024-12-15T03:41:04.171794+00:00
Vh1nELtP,80,117.54,2024-12-15T03:41:04.171797+00:00
Gu4NHMKt,57,704.37,2024-12-15T03:41:04.171803+00:00
eUqYmtLd,73,589.14,2024-12-15T03:41:04.171806+00:00
fWWeiGTd,68,10.5,2024-12-15T03:41:04.171810+00:00
WuyMXXK6,76,841.94,2024-12-15T03:41:04.171813+00:00
SwhfvU0w,24,685.56,2024-12-15T03:41:04.171817+00:00
X66S2cze,23,290.38,2024-12-15T03:41:04.171820+00:00
O7aijeWr,32,561.72,2024-12-15T03:41:04.171826+00:00
qE6394jN,59,41.32,2024-12-15T03:41:04.171829+00:00
F9dcbxof,99,173.06,2024-12-15T03:41:04.171832+00:00
JJKnvbXF,48,349.19,2024-12-15T03:41:04.171836+00:00
R0PaLQ8P,83,738.33,2024-12-15T03:41:04.171839+00:00
KqwjiD6I,94,189.64,2024-12-15T03:41:04.171842+00:00
PWDmkt4Y,25,241.84,2024-12-15T03:41:04.171846+00:00
zrjGmqsl,69,887.64,2024-12-15T03:41:04.171849+00:00
8xrijMdp,35,162.65,2024-12-15T03:41:04.171854+00:00
GwdhGa89,53,834.41,2024-12-15T03:41:04.171857+00:00
57GM7Vj2,21,901.97,2024-12-15T03:41:04.171861+00:00
Zj1PTApz,16,539.39,2024-12-15T03:41:04.171864+00:00
excsyAd2,94,581.45,2024-12-15T03:41:04.171867+00:00
eu9EZj21,62,856.61,2024-12-15T03:41:04.171871+00:00
ApK3cGo3,83,938.53,2024-12-15T03:41:04.171874+00:00
tc3pMP4w,50,590.98,2024-12-15T03:41:04.171878+00:00
Ane39bOr,57,964.19,2024-12-15T03:41:04.171881+00:00
BqxARWDO,28,111.02,2024-12-15T03:41:04.171885+00:00
JjS9OUbN,89,103.36,2024-12-15T03:41:04.171888+00:00
BtexhAGu,21,850.9,2024-12-15T03:41:04.171891+00:00
BDFgc0Ec,27,186.71,2024-12-15T03:41:04.171895+00:00
8HXQ1OLT,46,271.32,2024-12-15T03:41:04.171898+00:00
waEgJZfW,93,85.17,2024-12-15T03:41:04.171901+00:00
OtfFMSeb,18,586.39,2024-12-15T03:41:04.171905+00:00
wWvxpCF5,99,39.31,2024-12-15T03:41:04.171908+00:00
iEg27Ntf,41,95.47,2024-12-15T03:41:04.171911+00:00
gmTTlMSe,54,638.61,2024-12-15T03:41:04.171915+00:00
TjcAy6PO,90,981.37,2024-12-15T03:41:04.171918+00:00
95MTlDDY,60,764.12,2024-12-15T03:41:04.171921+00:00
zCGRROpw,35,653.3,2024-12-15T03:41:04.171925+00:00
rc3Kh0mG,72,723.84,2024-12-15T03:41:04.171928+00:00
zrkYl0Nn,48,380.09,2024-12-15T03:41:04.171932+00:00
6ZKBINkQ,49,717.54,2024-12-15T03:41:04.171935+00:00
ooExNHLn,39,866.13,2024-12-15T03:41:04.171938+00:00
OxlWr6qR,82,811.96,2024-12-15T03:41:04.171942+00:00
QWMe58WO,78,359.03,2024-12-15T03:41:04.171945+00:00
mJlnMsRA,3,495.34,2024-12-15T03:41:04.171948+00:00
94Rld3Pp,86,604.46,2024-12-15T03:41:04.171952+00:00
ByjszIua,69,212.42,2024-12-15T03:41:04.171955+00:00
xsZZoQVa,20,314.21,2024-12-15T03:41:04.171960+00:00
5RTjpF0z,77,530.8,2024-12-15T03:41:04.171963+00:00
uW7er9Rq,83,889.72,2024-12-15T03:41:04.171967+00:00
EVqS07hz,44,880.37,2024-12-15T03:41:04.171970+00:00
HXfSKOkt,44,17.58,2024-12-15T03:41:04.171973+00:00
j11lpsO3,65,686.0,2024-12-15T03:41:04.171977+00:00
2f4OWyYl,91,744.31,2024-12-15T03:41:04.171980+00:00
ELLFIErC,74,421.8,2024-12-15T03:41:04.171983+00:00
xPuGifQh,2,160.48,2024-12-15T03:41:04.171987+00:00
fOgFVpef,79,753.32,2024-12-15T03:41:04.171990+00:00
fyzsmpQR,46,815.6,2024-12-15T03:41:04.171993+00:00
cXnCXpFl,34,650.72,2024-12-15T03:41:04.171998+00:00
DyUATz3y,28,980.67,2024-12-15T03:41:04.172002+00:00
A1fODJH9,58,285.74,2024-12-15T03:41:04.172005+00:00
qLkxkqjC,16,504.96,2024-12-15T03:41:04.172008+00:00
5UR6PcY9,41,883.78,2024-12-15T03:41:04.172012+00:00
6lnW71gb,10,161.75,2024-12-15T03:41:04.172015+00:00
GfTaGdXu,20,585.53,2024-12-15T03:41:04.172019+00:00
ThMdN8tb,85,920.32,2024-12-15T03:41:04.172024+00:00
ZhjwlBzU,29,469.12,2024-12-15T03:41:04.172027+00:00
ZW6LZnKi,42,71.96,2024-12-15T03:41:04.172030+00:00
eB0G5xdL,48,253.05,2024-12-15T03:41:04.172034+00:00
rprACRSi,95,89.49,2024-12-15T03:41:04.172037+00:00
LCaFx5JT,19,798.38,2024-12-15T03:41:04.172041+00:00
AE8XXXMm,8,242.25,2024-12-15T03:41:04.172044+00:00
Gmsyd0lk,4,910.92,2024-12-15T03:41:04.172047+00:00
Xd2kCKnA,21,652.17,2024-12-15T03:41:04.172051+00:00
TpCqkHvg,36,662.89,2024-12-15T03:41:04.172054+00:00
8JJ5YiP9,42,759.9,2024-12-15T03:41:04.172057+00:00
X2qz1lfw,63,263.53,2024-12-15T03:41:04.172061+00:00
jPcBzkqr,100,876.21,2024-12-15T03:41:04.172064+00:00
HmIkKZma,24,739.87,2024-12-15T03:41:04.172067+00:00
tuspZhRP,1,762.58,2024-12-15T03:41:04.172074+00:00
p8PjctZm,39,110.36,2024-12-15T03:41:04.172078+00:00
nSYByslT,56,990.95,2024-12-15T03:41:04.172081+00:00
acl7wEoK,6,510.75,2024-12-15T03:41:04.172085+00:00
S4KoNRsu,30,23.75,2024-12-15T03:41:04.172088+00:00
tg4F1k4b,46,264.24,2024-12-15T03:41:04.172091+00:00
GIgVNnwe,4,446.72,2024-12-15T03:41:04.172095+00:00
X8cf01L1,46,741.38,2024-12-15T03:41:04.172098+00:00
KCfPHxBQ,54,427.8,2024-12-15T03:41:04.172101+00:00
tAO1S17B,47,205.54,2024-12-15T03:41:04.172104+00:00
jyAQ10AA,5,325.97,2024-12-15T03:41:04.172108+00:00
DQC82Hwk,49,812.44,2024-12-15T03:41:04.172111+00:00
XU8LzRdN,29,998.09,2024-12-15T03:41:04.172114+00:00
uEL2deQW,39,566.41,2024-12-15T03:41:04.172118+00:00
uo3GdA3q,2,324.74,2024-12-15T03:41:04.172121+00:00
qINP1UOn,19,782.43,2024-12-15T03:41:04.172124+00:00
owLlmoXu,58,659.91,2024-12-15T03:41:04.172128+00:00
rUORe14w,86,826.64,2024-12-15T03:41:04.172131+00:00
fd8SyLMq,65,13.48,2024-12-15T03:41:04.172134+00:00
GMs8yBbL,96,481.44,2024-12-15T03:41:04.172138+00:00
VjwmyHYf,29,111.08,2024-12-15T03:41:04.172141+00:00
j53Y17Jv,15,772.04,2024-12-15T03:41:04.172144+00:00
KPySmaVH,71,853.69,2024-12-15T03:41:04.172148+00:00
akjjE318,71,939.47,2024-12-15T03:41:04.172151+00:00
pDWsozcJ,22,632.65,2024-12-15T03:41:04.172155+00:00
XOfcsIkh,5,558.18,2024-12-15T03:41:04.172158+00:00
ONy3uQYg,80,946.32,2024-12-15T03:41:04.172161+00:00
72l5np63,46,343.37,2024-12-15T03:41:04.172165+00:00
n9huylYR,100,357.91,2024-12-15T03:41:04.172168+00:00
tfu9ye8K,9,386.37,2024-12-15T03:41:04.172171+00:00
QefFg49k,37,364.98,2024-12-15T03:41:04.172176+00:00
GHh8OrLb,38,405.88,2024-12-15T03:41:04.172180+00:00
zdDMvoLf,24,982.8,2024-12-15T03:41:04.172185+00:00
pST72xnR,96,884.2,2024-12-15T03:41:04.172188+00:00
kaAF02nj,54,795.83,2024-12-15T03:41:04.172192+00:00
l129EJUO,5,503.84,2024-12-15T03:41:04.172195+00:00
3jGyMhHv,76,288.19,2024-12-15T03:41:04.172198+00:00
WHzKZQR5,38,861.07,2024-12-15T03:41:04.172202+00:00
SZTTsalk,36,999.48,2024-12-15T03:41:04.172205+00:00
eWoXRyAe,79,196.87,2024-12-15T03:41:04.172208+00:00
rjd5l7pI,76,361.33,2024-12-15T03:41:04.172212+00:00
0XpV6LNW,40,293.41,2024-12-15T03:41:04.172215+00:00
zs4QSTGk,81,509.01,2024-12-15T03:41:04.172218+00:00
LwoNlOmE,96,859.43,2024-12-15T03:41:04.172222+00:00
KbAEN7jC,90,541.95,2024-12-15T03:41:04.172225+00:00
Gx9uwodJ,10,607.9,2024-12-15T03:41:04.172228+00:00
t6Ux80Ky,32,224.43,2024-12-15T03:41:04.172232+00:00
d1RdyO22,19,704.01,2024-12-15T03:41:04.172235+00:00
BdVZTDT9,8,496.16,2024-12-15T03:41:04.172238+00:00
fWtu9Z3w,30,712.51,2024-12-15T03:41:04.172242+00:00
t5phq1El,37,808.97,2024-12-15T03:41:04.172247+00:00
3iatvYgT,54,185.82,2024-12-15T03:41:04.172250+00:00
P9J9LGHo,11,391.44,2024-12-15T03:41:04.172253+00:00
gWvY9BB8,91,789.07,2024-12-15T03:41:04.172257+00:00
OJNeu3t0,24,500.5,2024-12-15T03:41:04.172260+00:00
zSKD75oT,63,591.01,2024-12-15T03:41:04.172263+00:00
Q7VWgRCT,31,122.53,2024-12-15T03:41:04.172267+00:00
fOiCwv8O,21,835.98,2024-12-15T03:41:04.172270+00:00
prGNi5tP,52,21.26,2024-12-15T03:41:04.172274+00:00
CPU5c9lx,36,651.27,2024-12-15T03:41:04.172277+00:00
piuGCkMd,57,38.49,2024-12-15T03:41:04.172281+00:00
7BH79qYo,53,44.93,2024-12-15T03:41:04.172284+00:00
kaVaMDP8,43,933.3,2024-12-15T03:41:04.172287+00:00
gJoDUmc2,69,228.19,2024-12-15T03:41:04.172290+00:00
LSI4LcTW,39,437.29,2024-12-15T03:41:04.172295+00:00
1hpTz0iz,69,251.82,2024-12-15T03:41:04.172299+00:00
ooqvGcTp,85,957.44,2024-12-15T03:41:04.172302+00:00
eEMhViJ0,85,799.18,2024-12-15T03:41:04.172305+00:00
nTtm3G0Q,80,426.2,2024-12-15T03:41:04.172309+00:00
3PlNdoof,50,21.51,2024-12-15T03:41:04.172312+00:00
mL0JjZ7B,58,160.55,2024-12-15T03:41:04.172316+00:00
ok5GzrFw,7,426.75,2024-12-15T03:41:04.172319+00:00
